ID,Issue ID,GitHub Issue,user added labels?,Do not count,Why do not count?,Confirmed Reproduced,num_events_before_label_ALL,num_comments_before_label_ALL,num_comments_before_confirmation,time_at_confirmation,num_comments_before_label,num_comments_before_close,num_events,num_events_before_label,num_events_before_close,times_reopened,Commit,user or dev,Time opened,time bug labeled,time of first comment from a dev,time closed,time commited,number of comments,time between open and close,Time between open and label,time between open and first comment,time between open and commit,time between label and close,time between label and comment,time between label and commit,time between comment and close,time between comment and commit,time between close and commit,"Type of additional info added (S2R, OB, context, EB)","value of additional info (number of S2Rs and whether they are setup steps or not, type of context, etc)","how is the information presented? (Image, text, annotated image, video, etc)",timestamp of additional info,time between added info and issue open,time between added info and bug label,time between added info and dev comment,time between added info and close,time between added info and commit,additional notes,comment number,"Type of additional info added (S2R, OB, context, EB).1","value of additional info (number of S2Rs and whether they are setup steps or not, type of context, etc).1","how is the information presented? (Image, text, annotated image, video, etc).1",timestamp of additional info.1,time between added info and issue open.1,time between added info and bug label.1,time between added info and dev comment.1,time between added info and close.1,time between added info and commit.1,additional notes.1,comment number.1,"Type of additional info added (S2R, OB, context, EB).2","value of additional info (number of S2Rs and whether they are setup steps or not, type of context, etc).2","how is the information presented? (Image, text, annotated image, video, etc).2",timestamp of additional info.2,time between added info and issue open.2,time between added info and bug label.2,time between added info and dev comment.2,time between added info and close.2,time between added info and commit.2,additional notes.2,comment number.2,Unique Comments with Added Info,RQ2_Tag,# of Bug Report S2Rs,# of Script Setup Steps,# of Script BR-Specific Steps,# of Unlinked Script S2Rs,# of S2Rs that Lead to Multiple GUI actions,# of gui actions,OB Specificity,"S2R Type (Image, Annotated Image, Text, Recording)","OB Type (Image, Annotated Image, Text, Recording)","EB Type (Image, Annotated Image, Text, Recording)","Context Type (Image, Annotated Image, Text, Recording)","Context Content (phone type, app version, os, etc)",notes on issue,ones,Confrimation Status,User Added Labels,Bug Fix Result,Confirmation Timestamp,Comments Before Confirmation,User Assigned Dev,User Labeled as Bug?,Do not count.1,new_rq2_tag,Navigation?,rq6_setup_ratio,rq6_unlinked_ratio,rq6_ratio,rq5_s2r,true_time_b4_repro,true_comments_before_label,developer requested info,cosmetic type,output category,external flle,Annotated Text?,,S2R Annotated Text?,OB Annotated Text?
1102,290,https://github.com/kiwix/kiwix-android/issues/540,,,,0,6,0,,,0,2,18,5,6,0,,DEV,3/1/18 15:25,3/1/18 0:00,3/1/18 0:00,8/26/18 0:00,,2,-4270:14:00,0.183333333,-0:12:00,,-4270:03:00,-0:01:00,,-4270:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,2,5,2,2,7,1,['text'],"['recording', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.222222222,0.222222222,0.444444444,0.5,0.183333333,0,,text,,,0,,,
1106,291,https://github.com/kiwix/kiwix-android/issues/1165,,,,0,13,9,,,8,16,76,13,36,1,b6957df14c7631f28f2ca38b38dcbb76ca0d370b,DEV,4/14/19 17:22,7/18/19 0:00,5/18/19 0:00,8/16/19 0:00,8/16/19 0:00,17,-2967:13:00,2277.4,-815:28:00,-2958:38:00,-689:49:00,1461:56:00,-681:14:00,-2151:45:00,-2143:10:00,8:35:00,context,Android version,text,##########,2277:24:00,0:00:00,1461:56:00,-689:49:00,-681:14:00,,9,,,,,,,,,,,,,,,,,,,,,,,1,gui,3,0,6,1,1,7,1,['text'],['recording'],['text'],['text'],"['os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0,0.142857143,0.142857143,0.333333333,2277.4,9,0,missing elements,,,gui,,1,0
1130,292,https://github.com/AntennaPod/AntennaPod/issues/3084,,,,0,1,0,,,0,0,8,0,2,0,d26d2126072654ba95f31f2bb638479bc2f199c4,DEV,4/3/19 15:59,4/3/19 0:00,,4/6/19 0:00,4/6/19 0:00,0,-75:33:00,0,,-56:01:00,-75:33:00,,-56:01:00,,,19:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,16,4,0,1,20,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.8,0,0.8,0.333333333,0,0,,,missing function,,gui,,1,0
1133,293,https://github.com/AntennaPod/AntennaPod/issues/3245,,,,0,1,0,,,0,0,4,1,2,0,b89271329bb2422ddab1efa990b97304c82512f0,DEV,6/29/19 10:22,6/29/19 0:00,,7/6/19 0:00,7/6/19 0:00,0,-170:48:00,0.75,,-157:38:00,-170:03:00,,-156:53:00,,,13:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,2,6,2,0,1,8,1,['text'],"['logcat', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,crash,,0.75,0,0.75,0.5,0.75,0,,,,,0,,,
1136,294,https://github.com/Automattic/simplenote-android/issues/786,,,,0,1,0,,,0,0,10,0,4,0,b1b59209d63d4aa692e2a6b2d74d51e001a5371e,DEV,8/27/19 17:23,8/27/19 0:00,,8/29/19 0:00,,0,-46:20:00,0,,,-46:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,5,6,9,0,1,15,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,navigation,1,0.4,0,0.4,0.2,0,0,,,,,0,,,
1140,295,https://github.com/Automattic/simplenote-android/issues/1170,,,,0,6,0,,,0,0,34,0,11,0,02e1df2fdc068b4ece75c60c143f8f5a08f4307b,DEV,10/8/20 2:08,10/8/20 0:00,,10/9/20 0:00,10/9/20 0:00,0,-36:36:00,0,,-21:52:00,-36:36:00,,-21:52:00,,,14:44:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,7,6,9,0,0,15,1,['text'],['none'],['none'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.4,0,0.4,0,0,0,,,incorrect output,,0,,,
1144,296,https://github.com/Gear61/Random-Name-Picker/issues/49,,,,0,1,0,,,0,0,16,0,3,0,4a7c68a5bd8c33e213bad834d6fe61486b5627d1,DEV,4/5/19 2:53,4/5/19 0:00,,11/3/19 0:00,,1,-5108:15:00,0,,,-5108:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,1,2,0,0,3,1,['text'],['none'],['none'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,1,1,,cosmetic,,0.333333333,0,0.333333333,0,0,0,,missing elements,,,gui,no quotes,1,0
1145,297,https://github.com/barbeau/gpstest/issues/436,,,,0,2,0,,,0,0,6,0,0,0,dcd939b62d4ba16f48f780fb8258e0e521423ffa,DEV,9/15/20 0:12,9/15/20 0:00,,9/15/20 0:00,9/14/20 0:00,0,-0:13:00,0,,24:12:00,-0:13:00,,24:12:00,,,24:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,2,4,1,0,6,1,['text'],['text'],['text'],['text'],"['os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,cosmetic,,0.285714286,0.142857143,0.428571429,0,0,0,,text,,,input,no quotes,1,0
1146,298,https://github.com/barbeau/gpstest/issues/434,,,,0,2,0,,,0,0,6,0,0,0,10d9b669a82be62567800864398a28bb4be95859,DEV,9/4/20 3:20,9/4/20 0:00,,9/8/20 0:00,9/8/20 0:00,0,-110:03:00,0,,-92:40:00,-110:03:00,,-92:40:00,,,17:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,2,5,1,1,7,1,['text'],['text'],['text'],['text'],"['os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.25,0.125,0.375,0.5,0,0,,,incorrect output,,gui,,0,1
1147,299,https://github.com/barbeau/gpstest/issues/119,,,,0,2,0,,,0,0,10,0,0,0,d224de55d03f7049073ef34794b4abe8ca51a256,DEV,3/7/18 17:23,3/7/18 0:00,,3/13/18 0:00,3/13/18 0:00,0,-144:22:00,0,,-126:37:00,-144:22:00,,-126:37:00,,,17:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,1,6,2,1,7,1,['text'],"['text', 'text']",['text'],['text'],"['os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,cosmetic,,0.111111111,0.222222222,0.333333333,0.5,0,0,,color,,,gui,,0,1
1148,300,https://github.com/barbeau/gpstest/issues/120,,,,0,3,0,,,0,0,8,0,0,0,d224de55d03f7049073ef34794b4abe8ca51a256,DEV,3/8/18 2:33,3/8/18 0:00,,3/8/18 0:00,3/7/18 0:00,0,-0:29:00,0,,26:33:00,-0:29:00,,26:33:00,,,27:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,1,2,0,1,3,1,['text'],['text'],['text'],['text'],"['os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.333333333,0,0.333333333,0.5,0,0,,,missing function,,gui,,1,1
1149,301,https://github.com/barbeau/gpstest/issues/330,,,,0,1,0,,,0,0,6,0,0,0,b5b5519f6a46b6f16d2b75f241621d6c2702fc7b,DEV,8/14/19 17:01,8/14/19 0:00,,8/14/19 0:00,8/14/19 0:00,0,-1:26:00,0,,17:01:00,-1:26:00,,17:01:00,,,18:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,1,2,3,0,1,5,0,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,cosmetic,,0.4,0,0.4,1,0,0,,text,,,gui,,1,1
1150,302,https://github.com/barbeau/gpstest/issues/315,,,,0,2,0,,,0,0,6,0,0,0,c6b9d808126f566d13bb6cd424714c7497dae221,DEV,7/30/19 17:08,7/30/19 0:00,,7/31/19 0:00,7/30/19 0:00,0,-9:40:00,0,,17:08:00,-9:40:00,,17:08:00,,,26:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,2,8,0,2,10,1,['text'],['text'],['text'],['text'],"['os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,cosmetic,,0.2,0,0.2,0.666666667,0,0,,text,,,gui,,1,1
1151,303,https://github.com/barbeau/gpstest/issues/127,,,,0,2,0,,,0,0,6,0,0,0,70da4875accda4fcb29b5012f5b0c626e3858f03,DEV,3/14/18 2:38,3/14/18 0:00,,3/15/18 0:00,3/15/18 0:00,0,-37:17:00,0,,-21:22:00,-37:17:00,,-21:22:00,,,15:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,1,4,0,0,5,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,cosmetic,,0.2,0,0.2,0,0,0,,missing elements,,,gui,,1,0
1152,304,https://github.com/barbeau/gpstest/issues/133,,,,0,2,0,,,0,0,6,0,0,0,1dcc5a76e50cc99b59f30fbe9d6d4898d4db306e,DEV,3/26/18 2:41,3/26/18 0:00,,3/26/18 0:00,3/25/18 0:00,0,-0:07:00,0,,26:41:00,-0:07:00,,26:41:00,,,26:48:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,1,1,3,0,1,4,1,['text'],"['image', 'text']",['text'],['text'],"['os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,0,1,,cosmetic,,0.25,0,0.25,1,0,0,,cut content,,,gui,,1,1
1153,305,https://github.com/barbeau/gpstest/issues/152,,,,1,1,1,3,2018-06-17T20:33:42Z,1,2,16,1,8,0,6341550c32a92dfdeee5de7dbf63754590cad9c7,DEV,6/17/18 2:58,6/17/18 0:00,6/17/18 0:00,6/19/18 0:00,6/19/18 0:00,5,-62:11:00,0.533333333,-0:31:00,-45:02:00,-61:39:00,0:01:00,-44:30:00,-61:40:00,-44:31:00,17:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,1,3,0,1,4,1,['text'],['text'],['text'],['text'],"['os', 'phone type']",,1,Explicitly Reproduced,0,Fixed,2018-06-17T20:33:42Z,3,,,,cosmetic,,0.25,0,0.25,0.333333333,17.595,3,,color,,,gui,no quotes,1,0
1160,306,https://github.com/moezbhatti/qksms/issues/482,,,,0,2,1,,,1,1,4,2,2,0,a25fe0108be95fe39d39706a805cf122e43ec634,DEV,4/28/16 1:32,,5/23/16 0:00,5/23/16 0:00,,1,-602:07:00,,-602:06:00,,,,,-0:01:00,,,context,app version,text,##########,602:06:00,,0:00:00,-0:01:00,,,1,,,,,,,,,,,,,,,,,,,,,,,1,crash,3,5,8,2,0,13,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,crash,,0.333333333,0.133333333,0.466666667,0,,1,0,,,,gui,,1,1
1197,307,https://github.com/Swati4star/Images-to-PDF/issues/154,,,,0,3,0,,,0,1,16,0,0,0,e5ec9ddbf335cffb226f4d82fac4f48b6c756667,DEV,7/3/18 14:18,7/3/18 0:00,7/11/18 0:00,7/11/18 0:00,7/11/18 0:00,3,-183:46:00,0,-182:55:00,-177:42:00,-183:46:00,-182:55:00,-177:42:00,-0:51:00,5:13:00,6:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,7,8,10,2,2,18,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.4,0.1,0.5,0.285714286,0,0,,,missing function,,gui,no quotes,1,1
1198,308,https://github.com/Swati4star/Images-to-PDF/issues/158,,,,0,3,0,,,0,1,20,0,0,0,e5ec9ddbf335cffb226f4d82fac4f48b6c756667,DEV,7/3/18 14:27,7/3/18 0:00,7/7/18 0:00,7/7/18 0:00,7/7/18 0:00,3,-98:08:00,0,-96:39:00,-81:33:00,-98:08:00,-96:39:00,-81:33:00,-1:29:00,15:06:00,16:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,7,8,10,1,3,18,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.421052632,0.052631579,0.473684211,0.428571429,0,0,,,incorrect output,1,both,no quotes,1,1
1199,309,https://github.com/Swati4star/Images-to-PDF/issues/218,,,,0,3,0,,,0,6,30,0,3,0,c4f5b1bd88cd4b0b9a1e6c27646c97d7678f6537,DEV,7/14/18 11:33,7/14/18 0:00,7/21/18 0:00,7/26/18 0:00,7/26/18 0:00,11,-291:52:00,0,-167:37:00,-276:27:00,-291:52:00,-167:37:00,-276:27:00,-124:15:00,-108:50:00,15:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,6,7,16,1,2,23,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.291666667,0.041666667,0.333333333,0.333333333,0,0,,,incorrect output,1,gui,no quotes,1,0
1201,310,https://github.com/Swati4star/Images-to-PDF/issues/346,,,,0,7,0,,,0,2,72,0,9,0,3d19bc4fb93d0fb850070f936fb8926e54a9c8c4,DEV,8/5/18 14:33,9/30/18 0:00,10/1/18 0:00,3/20/19 0:00,3/20/19 0:00,5,-5438:42:00,1346.85,-1372:40:00,-5433:27:00,-4091:51:00,-25:49:00,-4086:36:00,-4066:02:00,-4060:47:00,5:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,7,8,3,0,15,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.388888889,0.166666667,0.555555556,0,1346.85,0,,,incorrect output,,gui,no quotes,1,0
1202,311,https://github.com/Swati4star/Images-to-PDF/issues/384,,,,0,3,0,,,0,0,16,0,2,0,268b8ea49187f008e8e901dada684f2f057e4728,DEV,8/13/18 15:03,8/13/18 0:00,,8/14/18 0:00,8/14/18 0:00,0,-14:06:00,0,,-8:57:00,-14:06:00,,-8:57:00,,,5:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,6,10,3,2,16,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,navigation,1,0.315789474,0.157894737,0.473684211,0.666666667,0,0,,,,,gui,no quotes,1,1
1205,312,https://github.com/Swati4star/Images-to-PDF/issues/602,,,,0,3,1,,,0,4,36,3,16,0,e81f8075d2616e24489ae64233f90a07409c2ddb,DEV,3/6/19 18:30,3/7/19 0:00,3/7/19 0:00,3/16/19 0:00,3/16/19 0:00,6,-229:08:00,14.9,-14:54:00,-221:30:00,-214:14:00,0:00:00,-206:36:00,-214:14:00,-206:36:00,7:38:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,12,3,0,0,15,1,['text'],"['recording', 'text']",['text'],['none'],['none'],,1,Implicitly Reproduced,0,Fixed,,,,,,navigation,1,0.8,0,0.8,0,14.9,1,,,,,0,,,
1206,313,https://github.com/Swati4star/Images-to-PDF/issues/510,,,,0,3,0,,,0,1,16,0,2,0,8d106072c1241d5f67ef9a8953c644a7c0cc194a,DEV,10/19/18 18:35,10/19/18 0:00,10/20/18 0:00,10/20/18 0:00,10/20/18 0:00,1,-19:16:00,0,-8:17:00,-5:25:00,-19:16:00,-8:17:00,-5:25:00,-10:59:00,2:52:00,13:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,3,8,3,1,11,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.214285714,0.214285714,0.428571429,0.25,0,0,,,incorrect output,1,gui,no quotes,1,0
1207,314,https://github.com/andOTP/andOTP/issues/135,,,,0,1,0,,,0,2,10,1,5,0,9d4cde29461cbdcf89be83ca2e7f690d955a430c,DEV,2/17/18 23:03,2/18/18 0:00,2/18/18 0:00,2/19/18 0:00,2/19/18 0:00,3,-34:26:00,9.15,-11:14:00,-24:57:00,-25:17:00,-2:05:00,-15:48:00,-23:12:00,-13:43:00,9:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,6,1,9,0,1,10,1,['text'],"['logcat', 'text']",['text'],['text'],"['app version', 'os', 'phone type', 'rom']",,1,Implicitly Reproduced,0,Fixed,,,,,,crash,,0.1,0,0.1,0.166666667,9.15,0,,,,,both,,1,0
1210,315,https://github.com/andOTP/andOTP/issues/356,,,,0,3,1,,,1,2,8,3,4,0,e71f378b0db4b6fa1d4f72f648929843d2efcea3,DEV,6/6/19 13:59,6/6/19 0:00,6/6/19 0:00,9/16/19 0:00,9/16/19 0:00,2,-2446:47:00,4.166666667,-4:10:00,-2434:01:00,-2442:37:00,0:00:00,-2429:51:00,-2442:37:00,-2429:51:00,12:46:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,2,1,0,0,3,1,['text'],['text'],['text'],['text'],"['os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,output,,0.666666667,0,0.666666667,0,4.166666667,1,,,missing function,,0,,,
1212,316,https://github.com/andOTP/andOTP/issues/639,,,,0,8,0,,,0,0,28,5,6,0,b8d36c337fcdee102de2a8f8b9917dda2a345d96,DEV,9/4/20 19:09,9/5/20 0:00,,9/25/20 0:00,9/4/20 0:00,1,-488:53:00,13.16666667,,19:09:00,-475:43:00,,32:19:00,,,508:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,5,10,7,0,2,17,1,['text'],"['logcat', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,0,,crash,,0.588235294,0,0.588235294,0.4,13.16666667,0,,,,,gui,,1,0
1213,317,https://github.com/andOTP/andOTP/issues/638,,,,0,7,0,,,0,0,44,5,7,0,b8d36c337fcdee102de2a8f8b9917dda2a345d96,DEV,9/4/20 14:03,9/4/20 0:00,,9/25/20 0:00,9/5/20 0:00,2,-493:55:00,3.666666667,,-9:57:00,-490:15:00,,-6:17:00,,,483:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,10,8,0,1,18,1,['text'],['text'],['text'],['text'],"['os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,0,,output,,0.555555556,0,0.555555556,0.25,3.666666667,0,,,missing function,,gui,,1,0
1214,318,https://github.com/andOTP/andOTP/issues/580,,,,0,5,1,,,0,0,20,3,8,0,30b0b5747e728b9515ac36ca9c471c824854aaf1,DEV,6/5/20 23:25,6/8/20 0:00,,6/12/20 0:00,6/12/20 0:00,1,-149:12:00,53,,-144:35:00,-96:12:00,,-91:35:00,,,4:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,2,7,0,1,8,1,['text'],"['image', 'text']","['image', 'text']",['text'],"['os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,0,,output,,0.222222222,0,0.222222222,0.25,53,1,,,missing function,,gui,,1,0
1215,319,https://github.com/andOTP/andOTP/issues/569,,,,0,6,0,,,0,1,18,4,5,0,30b0b5747e728b9515ac36ca9c471c824854aaf1,DEV,5/29/20 13:30,5/29/20 0:00,5/29/20 0:00,6/5/20 0:00,5/29/20 0:00,3,-159:41:00,3.3,-5:32:00,13:30:00,-156:23:00,-2:14:00,16:48:00,-154:09:00,19:02:00,173:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,5,11,9,0,2,20,1,['text'],"['logcat', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,0,,crash,,0.55,0,0.55,0.4,3.3,0,,,,,gui,,1,0
1216,320,https://github.com/ccrama/Slide/issues/2413,,,,1,3,3,2,2017-04-20T05:46:18Z,2,3,8,3,4,1,58d44b9c77cb4c0320e36dd1dae98e62fe7d0711,DEV,4/16/17 16:37,8/8/18 0:00,4/20/17 0:00,1/22/19 0:00,,4,-15504:15:00,11490.3,-82:23:00,,-4013:57:00,11407:55:00,,-15421:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,4,15,10,1,19,1,['text'],['text'],['text'],['text'],"['app version', 'os']",,1,Explicitly Reproduced,0,Fixed,2017-04-20T05:46:18Z,2,,,,output,,0.137931034,0.344827586,0.482758621,0.5,85.155,2,,,missing function,,0,,,
1222,321,https://github.com/codinguser/gnucash-android/issues/617,,,,1,2,0,,,0,1,12,0,2,0,66b3d0c29a9c07d55ac4fe9559fba9a7d39e26aa,DEV,11/17/16 19:00,11/17/16 0:00,11/22/16 0:00,1/11/17 0:00,1/11/17 0:00,3,-1310:16:00,0,-120:55:00,-1301:00:00,-1310:16:00,-120:55:00,-1301:00:00,-1189:21:00,-1180:05:00,9:16:00,OB,text,text,##########,0:01:00,0:01:00,-120:54:00,-1310:15:00,-1300:59:00,,1,,,,,,,,,,,,,,,,,,,,,,,1,gui,1,7,10,2,1,17,1,['text'],['text'],['text'],['none'],['none'],,1,Explicitly Reproduced,1,Fixed,2016-11-17T19:00:50Z,0,0,1,,output,,0.368421053,0.105263158,0.473684211,1,0.013888889,0,0,,incorrect output,,gui,,0,1
1223,322,https://github.com/codinguser/gnucash-android/issues/701,,,,0,1,1,,,0,1,12,1,6,0,52f72970eada423f10ed11359f628c5755545b24,DEV,6/26/17 12:28,6/26/17 0:00,7/3/17 0:00,7/3/17 0:00,7/3/17 0:00,2,-173:08:00,3.966666667,-173:08:00,-155:32:00,-169:10:00,-169:10:00,-151:34:00,0:00:00,17:36:00,17:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,8,15,9,0,1,24,1,['text'],['text'],['text'],['text'],"['app version', 'os']",,1,Implicitly Reproduced,0,Fixed,,,,,,output,,0.625,0,0.625,0.125,3.966666667,1,,,incorrect output,,gui,,1,0
1224,323,https://github.com/codinguser/gnucash-android/issues/620,,,,0,1,0,,,0,0,10,0,0,0,d1c31033366ae7044e4b115b9ac021060660ef18,DEV,12/1/16 9:10,12/1/16 0:00,,12/1/16 0:00,,1,-8:37:00,0,,,-8:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,6,5,1,1,11,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,1,,output,,0.5,0.083333333,0.583333333,0.333333333,0,0,,,incorrect output,,0,,,
1225,324,https://github.com/codinguser/gnucash-android/issues/621,,,,0,1,0,,,0,2,18,0,6,0,d1c31033366ae7044e4b115b9ac021060660ef19,DEV,12/1/16 10:32,12/1/16 0:00,1/10/17 0:00,3/30/17 0:00,3/30/17 0:00,5,-2857:06:00,0,-967:59:00,-2845:28:00,-2857:06:00,-967:59:00,-2845:28:00,-1889:07:00,-1877:29:00,11:38:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,6,14,3,2,20,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,1,,cosmetic,,0.260869565,0.130434783,0.391304348,1,0,0,,text,,,gui,no quotes,1,0
1226,325,https://github.com/codinguser/gnucash-android/issues/663,,,,0,3,0,,,0,0,10,0,0,0,5a644f09aae5f7017369e69720486910082da11a,DEV,3/30/17 9:25,3/30/17 0:00,,3/30/17 0:00,3/30/17 0:00,0,-2:13:00,0,,9:25:00,-2:13:00,,9:25:00,,,11:38:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,2,7,6,0,1,13,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,1,,crash,,0.538461538,0,0.538461538,0.5,0,0,,,,,0,,,
1227,326,https://github.com/codinguser/gnucash-android/issues/664,,,,0,2,0,,,0,0,8,0,0,0,3192638b3e76d270203ef0e82908b9e8b149b67e,DEV,4/6/17 7:12,4/6/17 0:00,,4/15/17 0:00,4/13/17 0:00,0,-224:20:00,0,,-160:48:00,-224:20:00,,-160:48:00,,,63:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,2,8,3,0,1,11,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,1,,crash,,0.727272727,0,0.727272727,0.5,0,0,,,,,0,,,
1228,327,https://github.com/codinguser/gnucash-android/issues/699,,,,0,1,0,,,0,1,8,1,4,0,52f72970eada423f10ed11359f628c5755545b24,DEV,6/26/17 12:12,6/26/17 0:00,7/4/17 0:00,7/4/17 0:00,7/4/17 0:00,1,-196:22:00,4.166666667,-196:22:00,-179:48:00,-192:12:00,-192:12:00,-175:38:00,0:00:00,16:34:00,16:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,6,15,8,0,1,23,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,cosmetic,,0.652173913,0,0.652173913,0.166666667,4.166666667,0,,missing elements,,,gui,,1,0
